,sales_receipt,sales_customer,sales_product,sales_date_id
143,203728976,168,10844,20180103
144,203728976,168,122698,20180103
145,203728976,168,98928,20180103
146,203728976,168,60852,20180103
147,203729432,220,59242,20180103
148,203729432,220,88675,20180103
149,203729432,220,83229,20180103
150,203729432,220,96610,20180103
151,203729432,220,78019,20180103
152,203729432,220,27794,20180103
153,203730315,41,13830,20180103
154,203730315,41,67109,20180103
155,203730315,41,71963,20180103
156,203730315,41,43037,20180103
157,203730315,41,5257,20180103
158,203730315,41,8378,20180103
159,203730315,41,30609,20180103
160,203730315,41,30037,20180103
161,203730315,41,63814,20180103
162,203730315,41,24966,20180103
163,203730315,41,68883,20180103
164,203730315,41,21813,20180103
165,203730315,41,51776,20180103
166,203730315,41,81232,20180103
167,203730315,41,2713,20180103
168,203730315,41,26931,20180103
169,203730861,23,99098,20180103
170,203730861,23,70184,20180103
171,203730861,23,13182,20180103
172,203731024,618,141153,20180103
173,203731024,618,65697,20180103
174,203731024,618,90724,20180103
175,203731024,618,117032,20180103
176,203731024,618,22391,20180103
177,203731024,618,55684,20180103
178,203731024,618,23104,20180103
179,203731024,618,149550,20180103
180,203731024,618,75569,20180103
181,203731024,618,60869,20180103
182,203731024,618,12550,20180103
183,203731024,618,24721,20180103
184,203731024,618,40957,20180103
185,203731024,618,141198,20180103
186,203731024,618,23369,20180103
187,203731024,618,35522,20180103
188,203731024,618,14058,20180103
189,203731823,589,101644,20180103
190,203731823,589,80342,20180103
191,203731823,589,8010,20180103
192,203733161,420,810,20180103
193,203733161,420,59558,20180103
194,203733161,420,3575,20180103
195,203733161,420,70228,20180103
196,203733161,420,22265,20180103
197,203733161,420,34004,20180103
198,203733161,420,15646,20180103
199,203733161,420,6290,20180103
200,203733161,420,7219,20180103
201,203733161,420,50442,20180103
202,203733161,420,16333,20180103
203,203733161,420,35282,20180103
204,203733307,453,415,20180103
205,203733307,453,45142,20180103
206,203733307,453,55220,20180103
207,203733307,453,24236,20180103
208,203733307,453,41732,20180103
209,203733307,453,27168,20180103
210,203733307,453,55029,20180103
211,203733307,453,111906,20180103
212,203733307,453,15458,20180103
213,203733307,453,18499,20180103
214,203733307,453,4302,20180103
215,203733307,453,68111,20180103
216,203733307,453,32598,20180103
217,203733307,453,22728,20180103
218,203733307,453,59485,20180103
219,203733307,453,45689,20180103
220,203733307,453,91636,20180103
221,203733307,453,149310,20180103
222,203733307,453,35293,20180103
223,203733307,453,25132,20180103
224,203733307,453,66335,20180103
225,203733307,453,30115,20180103
226,203733307,453,66590,20180103
227,203733307,453,20384,20180103
228,203733307,453,40045,20180103
229,203733307,453,30379,20180103
230,203733307,453,25598,20180103
231,203733307,453,84217,20180103
232,203733307,453,120432,20180103
233,203733307,453,153837,20180103
234,203733307,453,34013,20180103
235,203733307,453,14879,20180103
236,203733307,453,14194,20180103
237,203733307,453,99775,20180103
238,203734681,512,31026,20180104
239,203734681,512,813,20180104
240,203734681,512,97724,20180104
241,203734681,512,72784,20180104
242,203735360,500,3610,20180104
243,203735360,500,9051,20180104
244,203735360,500,77212,20180104
245,203735360,500,105116,20180104
246,203735360,500,38756,20180104
247,203735360,500,18669,20180104
248,203735360,500,39823,20180104
249,203735360,500,66189,20180104
250,203735360,500,112013,20180104
251,203735360,500,73553,20180104
252,203735360,500,26685,20180104
253,203735360,500,69060,20180104
254,203736129,345,44042,20180104
255,203736129,345,58439,20180104
256,203736129,345,99599,20180104
257,203736129,345,19606,20180104
258,203736129,345,3575,20180104
259,203736129,345,35537,20180104
260,203736129,345,11115,20180104
261,203737829,200,70319,20180104
262,203737829,200,29389,20180104
263,203737829,200,45993,20180104
264,203737829,200,20686,20180104
265,203737829,200,60594,20180104
266,203737829,200,19376,20180104
267,203737829,200,48264,20180104
268,203737829,200,7490,20180104
269,203737829,200,9442,20180104
270,203737829,200,31142,20180104
271,203737829,200,46223,20180104
272,203737829,200,8527,20180104
273,203737829,200,15646,20180104
274,203737829,200,34844,20180104
275,203739476,336,2895,20180104
276,203739476,336,54333,20180104
277,203739476,336,20366,20180104
278,203739476,336,40799,20180104
279,203739476,336,8796,20180104
280,203739476,336,143119,20180104
281,203739841,55,120492,20180104
282,203739841,55,84583,20180104
283,203739841,55,48511,20180104
284,203739841,55,20171,20180104
285,203739841,55,33001,20180104
286,203739841,55,60869,20180104
287,203739841,55,142051,20180104
288,203739841,55,73370,20180104
289,203739841,55,7535,20180104
290,203739841,55,91074,20180104
291,203739841,55,52905,20180104
292,203739841,55,90724,20180104
293,203740989,518,104242,20180104
294,203740989,518,49170,20180104
295,203740989,518,104241,20180104
296,203740989,518,21696,20180104
297,203740989,518,140948,20180104
298,203740989,518,95100,20180104
299,203740989,518,3730,20180104
300,203740989,518,4802,20180104
301,203740989,518,104244,20180104
302,203740989,518,30058,20180104
303,203740989,518,33001,20180104
304,203740989,518,17627,20180104
305,203741650,528,80826,20180104
306,203741650,528,30426,20180104
307,203741650,528,96152,20180104
308,203741650,528,43171,20180104
309,203741650,528,91326,20180104
310,203741650,528,53695,20180104
311,203741650,528,66441,20180104
312,203741650,528,153571,20180104
313,203741650,528,153572,20180104
314,203741650,528,56884,20180104
315,203741650,528,72446,20180104
316,203741662,151,2613,20180104
317,203741662,151,63737,20180104
318,203741662,151,35946,20180104
319,203741662,151,99365,20180104
320,203741662,151,106406,20180104
321,203741662,151,55943,20180104
322,203741662,151,96071,20180104
323,203741702,689,372,20180104
324,203741702,689,143130,20180104
325,203741702,689,15458,20180104
326,203741702,689,34667,20180104
327,203741702,689,117493,20180104
328,203741702,689,141302,20180104
329,203742764,630,88051,20180105
330,203742764,630,137119,20180105
331,203742764,630,137119,20180105
332,203742764,630,28277,20180105
333,203742764,630,19376,20180105
334,203742764,630,74216,20180105
335,203742764,630,68823,20180105
336,203742764,630,96392,20180105
337,203743114,644,48506,20180105
338,203743114,644,46858,20180105
339,203743114,644,128471,20180105
340,203743114,644,17635,20180105
341,203743114,644,92879,20180105
342,203743114,644,67246,20180105
343,203743114,644,109104,20180105
344,203743114,644,114933,20180105
345,203743114,644,271,20180105
346,203743114,644,456,20180105
347,203743114,644,18963,20180105
348,203743114,644,85262,20180105
349,203743114,644,32120,20180105
350,203743114,644,34846,20180105
351,203743640,156,22704,20180105
352,203743640,156,109060,20180105
353,203743640,156,103768,20180105
354,203743640,156,53695,20180105
355,203743640,156,103770,20180105
356,203743640,156,19493,20180105
357,203743640,156,120492,20180105
358,203743640,156,103767,20180105
359,203743640,156,117026,20180105
360,203743640,156,35275,20180105
361,203743640,156,37634,20180105
362,203743640,156,1341,20180105
363,203743640,156,32248,20180105
364,203743640,156,28104,20180105
365,203743640,156,40022,20180105
366,203743640,156,47400,20180105
367,203743640,156,14818,20180105
368,203743640,156,68522,20180105
369,203743640,156,48388,20180105
370,203743640,156,62114,20180105
371,203743640,156,13567,20180105
372,203743640,156,58242,20180105
373,203743640,156,16234,20180105
374,203743640,156,88818,20180105
375,203743640,156,25008,20180105
376,203743640,156,16556,20180105
377,203743640,156,22481,20180105
378,203743640,156,3677,20180105
379,203743640,156,103772,20180105
380,203743640,156,25943,20180105
381,203743640,156,64278,20180105
382,203744511,407,16414,20180105
383,203744511,407,84583,20180105
384,203744511,407,107187,20180105
385,203744511,407,24504,20180105
386,203744511,407,11174,20180105
387,203744511,407,65549,20180105
388,203744511,407,30609,20180105
389,203744511,407,86336,20180105
390,203744511,407,6872,20180105
391,203744511,407,27415,20180105
392,203744511,407,38756,20180105
393,203744511,407,66415,20180105
394,203744511,407,40377,20180105
395,203744511,407,23356,20180105
396,203744511,407,1690,20180105
397,203744511,407,56352,20180105
398,203744511,407,40740,20180105
399,203744511,407,5451,20180105
400,203744511,407,73370,20180105
401,203744511,407,10497,20180105
402,203744511,407,53388,20180105
403,203744511,407,68281,20180105
404,203744511,407,31407,20180105
405,203744511,407,89014,20180105
406,203744511,407,24565,20180105
407,203744511,407,22455,20180105
408,203744511,407,9619,20180105
409,203744511,407,24966,20180105
410,203744511,407,14094,20180105
411,203744511,407,54293,20180105
412,203744511,407,127604,20180105
413,203744511,407,15646,20180105
414,203746221,85,57335,20180105
415,203746221,85,49074,20180105
416,203746221,85,94141,20180105
417,203746221,85,55684,20180105
418,203746242,577,112982,20180105
419,203746242,577,40346,20180105
420,203746242,577,19332,20180105
421,203746242,577,8905,20180105
422,203746242,577,51568,20180105
423,203746242,577,112984,20180105
424,203746242,577,69103,20180105
425,203746242,577,16876,20180105
426,203746242,577,19702,20180105
427,203747257,237,16876,20180105
428,203747257,237,81162,20180105
429,203747257,237,17550,20180105
430,203747257,237,262,20180105
431,203747257,237,24272,20180105
432,203747257,237,20551,20180105
433,203747257,237,67473,20180105
434,203747257,237,115466,20180105
435,203747868,475,120869,20180106
436,203747868,475,26859,20180106
437,203747868,475,62047,20180106
438,203747868,475,20111,20180106
439,203747868,475,17596,20180106
440,203747868,475,10859,20180106
441,203747868,475,120185,20180106
442,203747868,475,33616,20180106
443,203747868,475,97994,20180106
444,203747868,475,65881,20180106
445,203747868,475,120183,20180106
446,203747868,475,71393,20180106
447,203747868,475,107900,20180106
448,203747868,475,20797,20180106
449,203748054,460,60252,20180106
450,203748054,460,11552,20180106
451,203748054,460,17788,20180106
452,203748054,460,107551,20180106
453,203748054,460,73204,20180106
454,203748054,460,129541,20180106
455,203748054,460,129537,20180106
456,203748054,460,142803,20180106
457,203748145,640,45434,20180106
458,203748145,640,82549,20180106
459,203748145,640,30075,20180106
460,203748145,640,64870,20180106
461,203748145,640,26784,20180106
462,203748145,640,16876,20180106
463,203748145,640,28700,20180106
464,203748145,640,82155,20180106
465,203748145,640,22470,20180106
466,203748145,640,15646,20180106
467,203748145,640,27794,20180106
468,203748436,192,56052,20180106
469,203748436,192,83387,20180106
470,203748436,192,600,20180106
471,203748436,192,31705,20180106
472,203748436,192,18476,20180106
473,203748436,192,46188,20180106
474,203748436,192,14107,20180106
475,203748436,192,9608,20180106
476,203748436,192,11756,20180106
477,203748436,192,8218,20180106
478,203748436,192,54931,20180106
479,203748436,192,79912,20180106
480,203748436,192,17515,20180106
481,203748436,192,32394,20180106
482,203748436,192,54931,20180106
483,203748436,192,35302,20180106
484,203748436,192,22455,20180106
485,203748436,192,36984,20180106
486,203748436,192,65954,20180106
487,203748436,192,64804,20180106
488,203749055,157,70969,20180106
489,203749055,157,20090,20180106
490,203749055,157,49297,20180106
491,203749055,157,15646,20180106
492,203749055,157,18427,20180106
493,203749055,157,9326,20180106
494,203749055,157,68553,20180106
495,203749055,157,6872,20180106
496,203749055,157,31640,20180106
497,203749055,157,46253,20180106
498,203749055,157,37176,20180106
499,203749055,157,72772,20180106
500,203749055,157,48300,20180106
501,203749055,157,26373,20180106
502,203749092,557,69346,20180106
503,203749092,557,18427,20180106
504,203749092,557,57564,20180106
505,203749092,557,86122,20180106
506,203749092,557,86122,20180106
507,203749092,557,20633,20180106
508,203749092,557,86122,20180106
509,203749092,557,4302,20180106
510,203749092,557,39152,20180106
511,203749644,525,65460,20180106
512,203749644,525,45243,20180106
513,203749644,525,61969,20180106
514,203749644,525,80204,20180106
515,203749644,525,48388,20180106
516,203749644,525,47630,20180106
517,203749644,525,61832,20180106
518,203749791,138,4302,20180106
519,203749791,138,51776,20180106
520,203749791,138,16333,20180106
521,203749791,138,142542,20180106
522,203749791,138,43037,20180106
523,203749791,138,71963,20180106
524,203749791,138,43148,20180106
525,203749791,138,2895,20180106
526,203749791,138,39081,20180106
527,203749791,138,46938,20180106
528,203749791,138,79992,20180106
529,203749791,138,80856,20180106
530,203749791,138,53163,20180106
531,203749791,138,7429,20180106
532,203749791,138,11174,20180106
533,203749791,138,23356,20180106
534,203750388,113,81934,20180106
535,203750388,113,44760,20180106
536,203750388,113,35092,20180106
537,203750388,113,34814,20180106
538,203750388,113,13416,20180106
539,203750388,113,71293,20180106
540,203750388,113,42056,20180106
541,203750388,113,75644,20180106
542,203750388,113,85097,20180106
543,203750388,113,96177,20180106
544,203750388,113,104315,20180106
545,203750388,113,100069,20180106
546,203750388,113,75802,20180106
547,203750388,113,50252,20180106
548,203750388,113,75768,20180106
549,203750592,395,53859,20180106
550,203750592,395,96065,20180106
551,203750592,395,36376,20180106
552,203750592,395,40781,20180106
553,203750592,395,68422,20180106
554,203750592,395,24624,20180106
555,203750835,512,13025,20180106
556,203750835,512,123812,20180106
557,203750835,512,65960,20180106
558,203751004,83,60869,20180106
559,203751004,83,9619,20180106
560,203751004,83,70694,20180106
561,203751004,83,84583,20180106
562,203751004,83,51839,20180106
563,203751004,83,36950,20180106
564,203751281,11,51289,20180106
565,203751281,11,18662,20180106
566,203751281,11,66546,20180106
567,203751281,11,144426,20180106
568,203751281,11,144427,20180106
569,203751281,11,32313,20180106
570,203751281,11,59693,20180106
571,203751281,11,33418,20180106
572,203751281,11,141362,20180106
573,203751281,11,91857,20180106
574,203751445,609,98702,20180106
575,203751445,609,36299,20180106
576,203751445,609,24451,20180106
577,203751714,367,39867,20180106
578,203751714,367,36299,20180106
579,203751714,367,103113,20180106
580,203751714,367,59485,20180106
581,203751714,367,47046,20180106
582,203751714,367,64836,20180106
583,203751714,367,62248,20180106
584,203751714,367,91199,20180106
585,203751714,367,24136,20180106
586,203751714,367,73901,20180106
587,203751714,367,48264,20180106
588,203751714,367,61599,20180106
589,203751714,367,92109,20180106
590,203751714,367,89698,20180106
591,203751990,332,15646,20180106
592,203751990,332,2296,20180106
593,203751990,332,38756,20180106
594,203751990,332,67865,20180106
595,203751990,332,71097,20180106
596,203751990,332,18393,20180106
597,203751990,332,14725,20180106
598,203751990,332,34641,20180106
599,203751990,332,53859,20180106
600,203751990,332,71024,20180106
601,203751990,332,20527,20180106
602,203751990,332,7513,20180106
603,203751990,332,144209,20180106
604,203751990,332,21684,20180106
605,203751990,332,60467,20180106
606,203751990,332,46460,20180106
607,203751990,332,7835,20180106
608,203752470,310,45799,20180106
609,203752470,310,91832,20180106
610,203752470,310,70228,20180106
611,203752470,310,54541,20180106
612,203752470,310,79401,20180106
613,203752470,310,5313,20180106
614,203752470,310,21790,20180106
615,203752470,310,40781,20180106
616,203752470,310,22470,20180106
617,203752470,310,30609,20180106
618,203752470,310,70606,20180106
619,203752470,310,23356,20180106
620,203752470,310,43037,20180106
621,203752470,310,40910,20180106
622,203752470,310,91074,20180106
623,203752470,310,34560,20180106
624,203752470,310,6290,20180106
625,203752470,310,69103,20180106
626,203752470,310,33337,20180106
627,203752470,310,74020,20180106
628,203752470,310,15861,20180106
629,203752470,310,62557,20180106
630,203752470,310,93880,20180106
631,203752470,310,49073,20180106
632,203752470,310,18606,20180106
633,203752643,358,53051,20180106
634,203752643,358,3507,20180106
635,203752643,358,8791,20180106
636,203752643,358,7078,20180106
637,203752643,358,105114,20180106
638,203752643,358,69973,20180106
639,203752643,358,7004,20180106
640,203752643,358,8670,20180106
641,203752643,358,49188,20180106
642,203752643,358,44195,20180106
643,203753363,517,70989,20180106
644,203753363,517,30082,20180106
645,203753363,517,39876,20180106
646,203753363,517,7595,20180106
647,203753363,517,55031,20180106
648,203753363,517,34615,20180106
649,203753363,517,88818,20180106
650,203753363,517,5412,20180106
651,203753363,517,36675,20180106
652,203753363,517,40639,20180106
653,203753363,517,153905,20180106
654,203753363,517,20432,20180106
655,203753363,517,17561,20180106
656,203753363,517,114179,20180106
657,203753363,517,115479,20180106
658,203753363,517,33131,20180106
659,203753363,517,41325,20180106
660,203753363,517,6872,20180106
661,203753363,517,75455,20180106
662,203753363,517,12628,20180106
663,203753363,517,152755,20180106
664,203753363,517,152754,20180106
665,203753363,517,92815,20180106
666,203753363,517,6861,20180106
667,203753363,517,43747,20180106
668,203753363,517,10508,20180106
669,203753363,517,17290,20180106
670,203753363,517,24284,20180106
671,203753363,517,58926,20180106
672,203753363,517,67578,20180106
673,203753363,517,5439,20180106
674,203753363,517,11909,20180106
675,203753363,517,106626,20180106
676,203753363,517,20389,20180106
677,203753363,517,38129,20180106
678,203753363,517,96392,20180106
679,203753363,517,91726,20180106
680,203753363,517,9744,20180106
681,203753363,517,2895,20180106
682,203753363,517,81674,20180106
683,203753363,517,64252,20180106
684,203753363,517,54032,20180106
685,203753363,517,1578,20180106
686,203753363,517,109601,20180106
687,203753363,517,95656,20180106
688,203753363,517,15607,20180106
689,203753735,70,152085,20180106
690,203753735,70,57123,20180106
691,203753735,70,152084,20180106
692,203753735,70,86407,20180106
693,203753735,70,70627,20180106
694,203753735,70,12804,20180106
695,203753735,70,126398,20180106
696,203753735,70,47400,20180106
697,203753735,70,8144,20180106
698,203753735,70,34679,20180106
699,203753735,70,70694,20180106
700,203753735,70,101328,20180106
701,203753735,70,72883,20180106
702,203753735,70,98209,20180106
703,203753735,70,36173,20180106
704,203753735,70,1690,20180106
705,203753735,70,49747,20180106
706,203753735,70,55057,20180106
707,203753735,70,23104,20180106
708,203753735,70,78821,20180106
709,203753735,70,152083,20180106
710,203753735,70,3584,20180106
711,203753735,70,57713,20180106
712,203753735,70,44973,20180106
713,203753735,70,3591,20180106
714,203753735,70,88001,20180106
715,203753735,70,44388,20180106
716,203753735,70,72067,20180106
717,203753735,70,84583,20180106
718,203753735,70,21276,20180106
719,203753735,70,98405,20180106
720,203753735,70,50908,20180106
721,203753735,70,84579,20180106
722,203753735,70,18887,20180106
723,203753735,70,21274,20180106
724,203753735,70,40353,20180106
725,203753735,70,56175,20180106
726,203753735,70,107168,20180106
727,203753735,70,20438,20180106
728,203753735,70,10844,20180106
729,203753735,70,99542,20180106
730,203753735,70,103770,20180106
731,203753735,70,36168,20180106
732,203753735,70,37359,20180106
733,203753735,70,65836,20180106
734,203755046,62,91683,20180106
735,203755046,62,78019,20180106
736,203755046,62,63051,20180106
737,203755046,62,47456,20180106
738,203755046,62,57116,20180106
739,203755046,62,82593,20180106
740,203755046,62,11031,20180106
741,203755046,62,65080,20180106
742,203755046,62,18758,20180106
743,203755046,62,40701,20180106
744,203755046,62,20384,20180106
745,203755046,62,776,20180106
746,203755046,62,91683,20180106
747,203755046,62,49297,20180106
748,203755046,62,51471,20180106
749,203755046,62,34871,20180106
750,203755046,62,91516,20180106
751,203755046,62,55684,20180106
752,203755046,62,35692,20180106
753,203755046,62,46062,20180106
754,203755046,62,64024,20180106
755,203755046,62,91683,20180106
756,203755046,62,91683,20180106
757,203755046,62,5273,20180106
758,203755046,62,24545,20180106
759,203755046,62,9861,20180106
760,203755046,62,15515,20180106
761,203755046,62,13025,20180106
762,203755046,62,91683,20180106
763,203755046,62,7750,20180106
764,203755046,62,7003,20180106
765,203755629,472,49051,20180107
766,203755629,472,61832,20180107
767,203755629,472,31502,20180107
768,203755629,472,94885,20180107
769,203755629,472,48202,20180107
770,203755629,472,58693,20180107
771,203755629,472,30888,20180107
772,203755661,451,143830,20180107
773,203755661,451,74937,20180107
774,203755661,451,133962,20180107
775,203755661,451,51404,20180107
776,203755661,451,31071,20180107
777,203755661,451,78019,20180107
778,203755661,451,13166,20180107
779,203756132,500,74532,20180107
780,203756132,500,37325,20180107
781,203756132,500,105117,20180107
782,203756132,500,36884,20180107
783,203756132,500,114967,20180107
784,203756132,500,30102,20180107
785,203756132,500,141677,20180107
786,203756132,500,19502,20180107
787,203756132,500,67242,20180107
788,203756132,500,38756,20180107
789,203756132,500,14210,20180107
790,203756132,500,36184,20180107
791,203756132,500,67849,20180107
792,203756485,561,30711,20180107
793,203756485,561,45115,20180107
794,203756485,561,98966,20180107
795,203756485,561,27390,20180107
796,203756485,561,80119,20180107
797,203756485,561,153571,20180107
798,203756485,561,153572,20180107
799,203756485,561,17515,20180107
800,203756485,561,10503,20180107
801,203756485,561,56274,20180107
802,203756491,68,81736,20180107
803,203756491,68,16187,20180107
804,203756491,68,66009,20180107
805,203756491,68,22470,20180107
806,203756491,68,34265,20180107
807,203756491,68,120924,20180107
808,203756491,68,106573,20180107
809,203756491,68,1683,20180107
810,203756491,68,73102,20180107
811,203756491,68,23215,20180107
812,203756491,68,57682,20180107
813,203756491,68,85075,20180107
814,203756491,68,95550,20180107
815,203756491,68,38888,20180107
816,203756491,68,23369,20180107
817,203756491,68,16333,20180107
818,203756491,68,18463,20180107
819,203756491,68,51776,20180107
820,203756491,68,9050,20180107
821,203756491,68,16275,20180107
822,203756491,68,4287,20180107
823,203756491,68,37612,20180107
824,203756491,68,30609,20180107
825,203756491,68,24275,20180107
826,203756491,68,47736,20180107
827,203756491,68,41799,20180107
828,203756491,68,107191,20180107
829,203756491,68,18681,20180107
830,203756491,68,59163,20180107
831,203756491,68,59974,20180107
832,203756491,68,8273,20180107
833,203756491,68,93488,20180107
834,203756491,68,39859,20180107
835,203756491,68,24492,20180107
836,203756491,68,24000,20180107
837,203756491,68,8312,20180107
838,203756491,68,117035,20180107
839,203756491,68,34647,20180107
840,203756706,160,15547,20180107
841,203756706,160,9906,20180107
842,203756706,160,20466,20180107
843,203756706,160,130286,20180107
844,203756706,160,130738,20180107
845,203756706,160,1277,20180107
846,203756706,160,57892,20180107
847,203756706,160,55609,20180107
848,203756706,160,130739,20180107
849,203756706,160,59284,20180107
850,203756706,160,130740,20180107
851,203756706,160,39901,20180107
852,203756706,160,35293,20180107
853,203759698,28,36884,20180107
854,203759698,28,77618,20180107
855,203759698,28,31167,20180107
856,203760658,379,63751,20180107
857,203760658,379,11872,20180107
858,203760658,379,15534,20180107
859,203760658,379,17099,20180107
860,203760658,379,64103,20180107
861,203760658,379,66415,20180107
862,203760658,379,78745,20180107
863,203760658,379,24966,20180107
864,203760658,379,49256,20180107
865,203761009,372,153571,20180107
866,203761009,372,42743,20180107
867,203761009,372,99365,20180107
868,203761009,372,55684,20180107
869,203761009,372,153572,20180107
870,203761009,372,34968,20180107
871,203761807,56,31774,20180107
872,203761807,56,30936,20180107
873,203761807,56,75797,20180107
874,203761807,56,14425,20180107
875,203761807,56,10583,20180107
876,203761807,56,73370,20180107
877,203761807,56,27520,20180107
878,203761807,56,70694,20180107
879,203761807,56,452,20180107
880,203761807,56,68883,20180107
881,203761807,56,3375,20180107
882,203761807,56,56218,20180107
883,203761807,56,40900,20180107
884,203761807,56,23356,20180107
885,203761807,56,62047,20180107
886,203761807,56,25930,20180107
887,203761807,56,30037,20180107
888,203761807,56,91915,20180107
889,203761807,56,69561,20180107
890,203761807,56,29410,20180107
891,203761937,689,32054,20180107
892,203761937,689,16446,20180107
893,203761937,689,94705,20180107
894,203761937,689,70374,20180107
895,203761937,689,95175,20180107
896,203761937,689,54999,20180107
897,203761937,689,42288,20180107
898,203761937,689,34679,20180107
899,203762463,452,86172,20180107
900,203762463,452,49903,20180107
901,203762789,375,35723,20180107
902,203762789,375,69734,20180107
903,203762789,375,37538,20180107
904,203762789,375,78620,20180107
905,203762789,375,7429,20180107
906,203762789,375,59974,20180107
907,203762789,375,27488,20180107
908,203762789,375,19584,20180107
909,203762789,375,32949,20180107
910,203762789,375,43067,20180107
911,203762789,375,46162,20180107
912,203762789,375,23356,20180107
913,203762789,375,53695,20180107
914,203762789,375,41922,20180107
915,203762789,375,115452,20180107
916,203762789,375,51946,20180107
917,203762789,375,20575,20180107
918,203762789,375,52623,20180107
919,203762789,375,71963,20180107
920,203762789,375,42209,20180107
921,203762789,375,54371,20180107
922,203762789,375,68281,20180107
923,203762789,375,11174,20180107
924,203762789,375,70969,20180107
925,203762789,375,122490,20180107
926,203762789,375,71317,20180107
927,203763379,563,64500,20180107
928,203763379,563,19494,20180107
929,203763379,563,12272,20180107
